"id","transactions"
0,67906.2826145602
1,42801.1526362036
2,18026.3222000462
3,89244.6721210886
4,89015.1273971931
5,80659.3718994011
6,83538.8128106027
7,100895.994845706
8,97210.460903421
9,80625.4944975359
10,77873.611776298
11,76421.1469628369
12,75173.6549174296
13,83271.8373125376
14,99565.8119140134
15,95072.8110521526
16,81587.3732131331
17,76253.7417543006
18,83083.0972677088
19,74314.2306167943
20,79874.0595394612
21,95507.0142528197
22,89756.7632506472
23,76234.7301266504
24,75849.7244835571
25,77074.2513059851
26,73307.6965487444
27,81158.3735384477
28,98051.0268289822
29,95570.3858515523
30,87911.5264907705
31,85037.3583861587
32,84789.6177155516
33,82542.7403961274
34,89331.7737387539
35,100356.564681877
36,78867.1436451433
37,75256.0978096893
38,79478.6940966172
39,86876.430407182
40,81591.808970619
41,87506.7565776933
42,101856.675465347
43,99596.1503833142
44,83384.7013502691
45,81245.3237796033
46,81073.3439750973
47,75072.6696111121
48,82819.2007888601
49,95671.6798309057
50,91722.6883268505
51,80213.8619018076
52,78124.0363458212
53,78816.0430488956
54,74530.6953267788
55,80616.1409464372
56,95893.3704531626
57,90433.7988784117
58,80851.126346683
59,88441.7406699596
60,89408.5977518257
61,80506.3644419262
62,87135.6096514749
63,102565.838179651
64,95706.2901692593
65,85392.5598435843
66,84836.8915462713
67,80379.7674131784
68,77748.5641346486
69,83750.7366677905
70,97848.8503857163
71,91146.818748495
72,79858.9562329352
73,80634.0840690584
74,82707.3271654634
75,77233.3752092096
76,84046.4225671288
77,97492.8411712362
78,90636.1895966849
79,82252.2155990273
80,78543.2095153952
81,83415.329747801
82,87813.3827062736
83,79761.6561508471
84,92040.1501548157
85,83301.0191439362
86,77867.7225373028
87,77045.1942534722
88,77011.5209188892
89,78579.0362056181
90,90652.730227431
91,105802.18423878
92,104547.464871003
93,86438.7399273224
94,84109.10771323
95,82905.3553842449
96,78320.3390512636
97,85034.8267788027
98,98749.063951209
99,93365.1919004488
100,79515.9737822029
101,84149.862460618
102,81276.6944830401
103,76011.1076182561
104,84415.2526224576
105,91860.4610480337
106,94670.5987159676
107,105103.419569485
108,100616.716828662
109,96190.6787195585
110,86570.835741639
111,87566.035250357
112,101101.239596515
113,94675.9257484531
114,79186.7062006385
115,78134.4261581431
116,78251.2166596226
117,73904.8406065754
118,83640.3279464291
119,103638.532920112
120,102855.160202733
121,86257.9895615526
122,86504.875987456
123,87186.5615257897
124,83217.2333268915
125,92049.5046286646
126,118679.471417798
127,97871.5279874574
128,82998.1659484778
129,79214.9661158635
130,81754.5908826672
131,77105.3807887541
132,83148.559372381
133,98411.5364029589
134,96632.1879237974
135,82100.9535865501
136,79391.1761326328
137,75620.960874788
138,75967.7246295274
139,85200.3251836532
140,97821.4552636087
141,94438.1259696871
142,80620.1016170498
143,75318.0856207526
144,76133.858268482
145,75463.1515198822
146,89512.5050783857
147,89950.0642887583
148,88695.6918100615
149,81738.2130123896
150,94463.6446714385
151,90002.5899094289
152,80877.5093872331
153,86164.9114166569
154,101792.188535279
155,98638.8381845174
156,82317.2704231941
157,79649.0008528447
158,81501.0370008861
159,75348.5980397181
160,81780.367994705
161,94752.011914007
162,91105.1344038586
163,78058.4028045225
164,77537.9530636757
165,81586.619702133
166,82284.2136390072
167,87172.8788286858
168,108645.070242178
169,93920.3119320613
170,81841.9598908146
171,79940.584897863
172,78942.0021345551
173,74071.3040202439
174,80146.7447623373
175,92538.5784367154
176,89704.253869842
177,77516.3518402407
178,75560.9185808842
179,78172.5531523357
180,75895.0360053603
181,91647.2166083435
182,103633.362338827
183,97846.2235387554
184,86915.2969265486
185,84057.3001544397
186,85001.4911926118
187,78075.1016038773
188,85446.9209722845
189,95733.9297780448
190,90490.7974726301
191,80823.9932244537
192,78188.971976215
193,78090.2849711165
194,75098.0778237669
195,84068.8159593877
196,96243.7983670186
197,89679.0001123068
198,82249.9837739056
199,79008.2133980525
200,83195.0927954852
201,76231.48872293
202,82403.5388655764
203,93054.222087337
204,86955.1708591905
205,81191.4279954691
206,78549.1963593965
207,79733.4433889519
208,74018.0201022464
209,84108.9493434456
210,98057.502318121
211,93174.014853183
212,89745.7742674005
213,87199.9883695031
214,86685.4622115799
215,80741.5353193667
216,86758.3453036184
217,95161.7595229736
218,89479.5958291186
219,83105.9266579335
220,79291.3261986433
221,81190.3563184799
222,80170.5769123318
223,85545.7739372062
224,86792.4493161198
225,80877.8855999056
226,83906.8924386874
