"id","transactions"
0,70995.2478590264
1,99444.0429612908
2,20590.6250308882
3,91800.3039086885
4,91541.2240086932
5,83188.8445752369
6,86040.289920177
7,103316.475226628
8,99608.3925904784
9,83065.4478842237
10,80313.7592524644
11,78854.054530769
12,77607.5006042158
13,85668.7194287926
14,101877.966988765
15,97384.7100089245
16,83931.4320426579
17,78600.5395345826
18,85401.8721778491
19,76640.8091384563
20,82175.1299194697
21,97739.0128367123
22,92001.496869675
23,78522.0941817519
24,78130.7291319385
25,79333.3237805903
26,75565.4765128039
27,83377.5338623188
28,100206.026551374
29,97728.1141668643
30,90104.9278651928
31,87227.7846414976
32,86965.7219223837
33,84713.1951347131
34,91465.3013342917
35,102419.701815266
36,80987.63599623
37,77423.3260606447
38,81649.2339050805
39,89014.8120895311
40,83720.6089526486
41,89606.2215842897
42,103937.259977699
43,101699.57093129
44,85470.9554993196
45,83316.5630164362
46,83144.7690046665
47,77185.5959017446
48,84920.0281391353
49,97736.788007375
50,93792.1376753566
51,82335.3397400951
52,80240.1993454352
53,80924.0360301536
54,76642.6005399727
55,82699.598858201
56,97925.4193620573
57,92492.2879231748
58,82980.1104409948
59,90557.7584546383
60,91502.7559681928
61,82613.4779447598
62,89215.8598068529
63,104578.810395929
64,97743.3098866552
65,87465.5376651753
66,86905.2521801048
67,82457.7602351709
68,79834.9413969641
69,85809.2582449717
70,99847.4418257683
71,93170.40973182
72,81927.719601916
73,82705.9736338815
74,84762.8891743391
75,79285.0536127414
76,86067.1242343132
77,99468.3307687944
78,92642.0072835796
79,84298.2958236305
80,80597.4889567913
81,85449.5026391367
82,89814.4921665648
83,81743.808559675
84,93985.9535901605
85,85284.8309311342
86,79898.2021075026
87,79078.4793987666
88,79059.803885926
89,80667.7074571248
90,92743.0092787226
91,107824.072517772
92,106552.49598578
93,88461.2405540871
94,86138.414043407
95,84932.9842011741
96,80360.1023700484
97,87047.3926007677
98,100704.807042123
99,95336.437094923
100,81544.6863744681
101,86173.4868008324
102,83282.1098928705
103,78033.8268707465
104,86417.6890037165
105,93828.6405798542
106,96657.5920679369
107,107057.539518471
108,102512.756487669
109,98029.9968285088
110,88388.6328780988
111,89348.3765900986
112,102815.426373419
113,96399.2573321275
114,80955.9814340182
115,79908.2241923717
116,80013.9838231881
117,75680.6624513401
118,85408.566849446
119,105381.617671989
120,104595.454667993
121,88032.3484597817
122,88277.2927446301
123,88949.4025936073
124,84985.9796430981
125,93783.4597523217
126,120305.379568843
127,99561.6150354951
128,84736.2929288168
129,80964.9827766236
130,83493.9519632417
131,78844.0245176153
132,84854.0912765851
133,100059.030397417
134,98291.9404164625
135,83816.9477768923
136,81114.6464625404
137,77352.5163426164
138,77712.60904755
139,86910.5044599378
140,99468.1446641951
141,96090.4938441871
142,82320.2921679595
143,77030.4805182896
144,77842.4874462704
145,77177.2180701106
146,91173.552950614
147,91591.0612367645
148,90386.5562481089
149,83519.5559049462
150,96235.497991691
151,91756.7279269483
152,82639.3304537854
153,87904.9647942938
154,103470.505791298
155,100320.039871322
156,84054.5239667257
157,81391.4847493923
158,83233.2383845919
159,77089.5418227409
160,83494.3803233449
161,96413.7524006052
162,92782.5783562002
163,79790.6320645199
164,79278.2222010055
165,83326.2256928372
166,84018.228019382
167,88873.0353080039
168,110260.427373462
169,95584.5124969095
170,83540.0134792347
171,81644.1998365604
172,80644.5590192674
173,75776.1439463629
174,81825.5517260887
175,94167.5012370307
176,91340.1651956954
177,79204.6570874651
178,77252.8905185645
179,79870.6102938139
180,77636.8324929371
181,93360.1620828326
182,105290.626561198
183,99514.7892907878
184,88605.8339957813
185,85752.4331701449
186,86666.2527623509
187,79758.7542057678
188,87106.7929276229
189,97343.2598909184
190,92102.0125998401
191,82464.4378859644
192,79833.6153473686
193,79728.6240322511
194,76752.3830508938
195,85699.1589086156
196,97825.1213097984
197,91271.5327598104
198,83866.0400307566
199,80635.0310826491
200,84804.0490468649
201,77845.7511966869
202,83991.2243774149
203,94609.599555976
204,88530.1157901052
205,82796.2176291813
206,80159.0733916273
207,81334.3218045397
208,75634.9717897989
209,85695.1389427002
210,99602.0102278685
211,94759.6566920467
212,91356.1092630598
213,88818.227455707
214,88299.6654794655
215,82369.7247569147
216,88363.1441279722
217,96732.8152403126
218,91062.116520815
219,84675.640699637
220,80888.716122117
221,82791.3845931375
222,81778.6391358196
223,87125.8640052129
224,88366.7511643839
225,82520.7365822878
226,85574.9506579838
