"id","transactions"
0,2437.75133827205
1,78329.6872348102
2,89573.2878239756
3,43389.9902682581
4,91668.7441874408
5,88786.2016232717
6,82912.3731868539
7,83783.5096126583
8,95922.0610932274
9,96243.3834601303
10,86723.8104575226
11,81238.5197377571
12,78256.9648472586
13,77262.4893567511
14,82609.419161185
15,94406.3465836143
16,95475.8607622895
17,86675.8375490505
18,79659.3284701968
19,82826.5810255697
20,76928.7755198429
21,79815.0928877918
22,91129.0307960445
23,91214.2255212234
24,82017.416255782
25,78432.5563647451
26,77499.2002519673
27,75081.0077553929
28,79855.8892173776
29,93588.1002485894
30,96165.8501485627
31,93033.48990323
32,87288.9475664399
33,85645.337867298
34,83729.9297909911
35,88033.2071525604
36,95671.832696996
37,84064.043054437
38,81411.3928652895
39,81868.5772129405
40,85983.8995227789
41,82233.2441081649
42,86739.7928439537
43,100759.45500453
44,102070.859644738
45,84917.9382020414
46,82637.2903223858
47,82371.8935848333
48,79130.312661715
49,82986.0977610876
50,93024.9005293933
51,92177.6245458419
52,86172.8608624891
53,79724.830523805
54,79906.9791296818
55,76307.8602496032
56,80004.7658609207
57,92434.2285619095
58,93113.9473655931
59,93915.0542008126
60,89170.0729409925
61,82274.877014036
62,87725.1833982098
63,97768.2857150133
64,93132.7736232254
65,89938.1337936505
66,89511.3578040122
67,83698.7794813032
68,80480.8771672615
69,83973.7838418922
70,92875.598928779
71,88682.0825895142
72,84898.0088930083
73,85715.6102312686
74,85015.5596599602
75,79310.1009693895
76,83303.8033027833
77,92498.5191878772
78,89208.005818809
79,86833.2745060045
80,84627.6902781351
81,84984.2058742449
82,86075.258257725
83,80563.0734110161
84,88280.525814537
85,83152.0631058203
86,82654.9696706581
87,83198.3260458343
88,79738.1654045064
89,80935.4705008776
90,91525.6052982471
91,102293.347232004
92,99696.9106127728
93,90172.5540633779
94,88631.3478612828
95,86092.3319647653
96,80931.963756097
97,85217.3943194504
98,93937.5913366422
99,90829.7067655173
100,84666.8714004197
101,89142.5516666868
102,83797.7518278483
103,77673.6663774247
104,84511.5840281339
105,89623.8977414238
106,92371.7267505005
107,103211.011598512
108,100246.151897363
109,94096.3173611876
110,85790.5295856252
111,86296.1035443372
112,95035.4151736509
113,90821.5445820095
114,83590.7986906695
115,83262.1628496259
116,80618.4292371015
117,75292.819295078
118,82418.6937493551
119,97433.0219229095
120,101005.074970789
121,89979.9794478005
122,90607.020824325
123,88556.8640726369
124,84076.4084591651
125,90189.0276456093
126,108360.362751994
127,94164.0612820611
128,90616.0347938463
129,86507.7241619992
130,83873.9324127998
131,78483.8887421721
132,82191.1627121263
133,92054.4360616518
134,91969.6215670641
135,86104.3447553433
136,85417.0079392593
137,79514.7976728247
138,77436.0880731225
139,84145.3581185669
140,92008.236396013
141,89870.3176346356
142,83894.0835363509
143,81636.2034301817
144,78871.8861611901
145,76300.641866413
146,86312.266695577
147,86036.4371526193
148,87244.9277728029
149,86560.4440078088
150,98435.1498727139
151,92449.120493099
152,83007.2242895749
153,86062.7170727809
154,96221.3648999038
155,94217.4481077504
156,86244.9660500375
157,85952.5402726369
158,83412.179271143
159,77249.1635404518
160,81286.3852309193
161,89708.2798616985
162,87775.204808569
163,82669.8823993515
164,84515.1764719861
165,82304.9804937991
166,82829.675785116
167,85805.9672920363
168,100005.399540673
169,90392.1127642481
170,87489.7446249482
171,84285.8399265315
172,81394.1237771278
173,76156.8155124897
174,79212.3501395979
175,87739.1628365806
176,86211.234015319
177,80953.0951771662
178,81087.727266834
179,79350.3231825636
180,77701.9510754013
181,90965.3612722749
182,98507.1570766969
183,94730.9709425797
184,89931.291103452
185,87298.6575082181
186,86715.2181901278
187,79022.0057574359
188,85233.9329081854
189,91219.0314053647
190,87827.5827102325
191,83136.9090629868
192,82059.8272027504
193,79786.2819723293
194,76630.7562098592
195,83570.9320762713
196,91552.9014078491
197,87462.0982949688
198,84664.4032071441
199,82462.8212934546
200,84054.3018429319
201,77836.2604386708
202,81774.892022728
203,88494.9244375099
204,85828.5152970936
205,83939.6238768598
206,82277.0728004893
207,81105.0608366713
208,76007.2289392176
209,83060.7544637962
210,92081.1931286046
211,90843.2696250891
212,93229.1450049054
213,90466.2624442746
214,88601.35333365
215,82971.371642279
216,86743.4857338204
217,91452.3798815849
218,88217.9669519018
219,85518.004482253
220,80641.4559129022
221,83547.5528361214
222,81471.8133561029
223,84854.7396283906
224,84793.9722845865
225,81891.6215454291
226,87860.7752715372
