"id","transactions"
0,68459.2315785273
1,84574.642132424
2,17975.7092884553
3,89198.5585886551
4,88974.5046686951
5,80622.5063181768
6,83507.2316505333
7,100872.325120342
8,97191.6805940383
9,80608.2724377102
10,77860.0088230778
11,76411.4814617644
12,75167.4524259986
13,83270.9641002873
14,99572.6401728207
15,95083.0035047317
16,81599.2323054763
17,76268.7073400416
18,83102.676090941
19,74336.556914552
20,79900.7703137072
21,95540.2698500213
22,89792.3653683532
23,76271.1121114832
24,75889.32340183
25,77117.8129616374
26,73354.1305464513
27,81209.52797276
28,98108.1531620501
29,95630.0481033525
30,87972.0112553691
31,85100.5814060044
32,84856.114607744
33,82612.0311623905
34,89405.405631839
35,100436.199124933
36,78946.2639585787
37,75335.1961691214
38,79559.9286433227
39,86961.5627675301
40,81679.6608405612
41,87598.2956125937
42,101951.33270969
43,99691.7699473009
44,83483.2835300902
45,81346.7360845977
46,81176.7819812142
47,75175.9961764726
48,82925.0914694762
49,95781.2945453769
50,91833.9596855657
51,80324.3389260859
52,78236.5912517439
53,78930.793258153
54,74646.9990418034
55,80735.6118927655
56,96017.1461662003
57,90557.904341576
58,80973.2962003613
59,88566.1659789182
60,89535.7020295024
61,80634.359195732
62,87266.4912863104
63,102701.636191596
64,95842.3465352863
65,85528.2419884733
66,84974.2341492722
67,80518.0224498155
68,77887.7682843345
69,83892.7051040044
70,97995.1891629774
71,91293.1967452516
72,80004.3245723383
73,80780.5548029008
74,82855.8682972491
75,77383.3389353469
76,84199.1659080567
77,97649.0667589785
78,90792.0422597105
79,82407.1680633115
80,78698.8684325359
81,83573.1100157665
82,87973.925814796
83,79924.2363157448
84,92205.6300202268
85,83465.6074175523
86,78030.9601604659
87,77209.2889585597
88,77175.8389771819
89,78742.2683479017
90,90816.8164445825
91,105970.655441382
92,104717.694175934
93,86608.9820333357
94,84279.8921316802
95,83077.0968031388
96,78492.3208117724
97,85209.0295669683
98,98926.9789360038
99,93543.1371645438
100,79691.8056540749
101,84326.7355555962
102,81455.2646561364
103,76189.5622502434
104,84595.485483329
105,92043.1751122824
106,94853.085123508
107,105288.284229036
108,100805.23557853
109,96382.7827039728
110,86764.7370156278
111,87762.4336088007
112,101301.784543532
113,94876.6856597817
114,79385.802173887
115,78333.9479771272
116,78451.9427889891
117,74105.5385957306
118,83842.029753014
119,103842.117408933
120,103059.476140049
121,86461.1620349573
122,86708.7224462739
123,87391.4579719532
124,83422.382995378
125,92256.96081776
126,118892.940904607
127,98082.2658422717
128,83206.9806298014
129,79423.6819626481
130,81964.3417546494
131,77315.6568442044
132,83360.9981286155
133,98627.3956252923
134,96847.8918168999
135,82314.2596485907
136,79604.5504494357
137,75834.3648340438
138,76180.8817154279
139,85415.6638042992
140,98040.4306171763
141,94657.2216627006
142,80837.172377397
143,75534.931701731
144,76351.2827878538
145,75680.6802945554
146,89733.0972814674
147,90172.0479798501
148,88915.5048031755
149,81953.7763334887
150,94680.0159912348
151,90220.1842681051
152,81095.0366989195
153,86383.8606420878
154,102014.582024428
155,98861.3927490033
156,82537.2841455482
157,79869.0458241607
158,81721.8957947647
159,75569.3018730129
160,82002.7231565537
161,94977.3011584816
162,91329.9069281446
163,78280.6794181729
164,77760.0941293995
165,81809.0613404913
166,82507.2002427523
167,87397.8410446156
168,108874.587418741
169,94147.5981059195
170,82067.7648848112
171,80166.3413143021
172,79168.0411592268
173,74297.4523371447
174,80374.4381142327
175,92769.02431521
176,89934.5646266937
177,77744.2187046572
178,75788.8078841941
179,78400.3388579613
180,76120.8012051954
181,91874.6350118694
182,103863.793477708
183,98076.2654546642
184,87144.4058596747
185,84286.3570061427
186,85232.2709379903
187,78305.1055206456
188,85678.3073326092
189,95968.0551249141
190,90725.0020053102
191,81056.8903404835
192,78421.826967622
193,78323.6307148226
194,75330.7846197984
195,84302.9072209668
196,96480.5443310177
197,89915.3453243894
198,82485.3019249801
199,79243.1487131982
200,83431.0958865179
201,76467.3861468635
202,82640.9477260694
203,93293.4319633669
204,87193.5482441829
205,81428.4474871698
206,78786.1105321721
207,79970.9668946311
208,74254.8806804849
209,84347.5206315812
210,98298.3383384126
211,93412.9122241384
212,89983.5607020168
213,87437.5126868178
214,86923.32812138
215,80978.8269763323
216,86996.9565063147
217,95402.2141919021
218,89719.5993876089
219,83346.7148636999
220,79530.845875626
221,81429.8208620579
222,80409.8091871352
223,85786.549162828
224,87033.6417258131
225,81115.7147392418
226,84143.5460323231
