"id","transactions"
0,1668.78568566243
1,63185.6953660157
2,85924.0564571006
3,19897.8116478145
4,90966.1481693351
5,92050.9682313871
6,85315.1047211427
7,82562.5426156062
8,96865.3497501078
9,97278.0480599056
10,83092.5765626568
11,78453.9134648992
12,78424.8682816626
13,78820.1276097716
14,82889.7937375495
15,96732.0825450713
16,95872.3107069948
17,83953.2648832116
18,76384.6742560641
19,84430.2365608556
20,77512.5710665884
21,79853.6896572796
22,93497.5882907304
23,90896.8460593175
24,78396.8280004052
25,75659.6607083265
26,77907.5645130516
27,76098.0567389672
28,81395.4077850795
29,96633.4270371742
30,96991.5541786392
31,90059.1158022387
32,84816.3645947933
33,85439.8235288676
34,85155.0144430949
35,89822.5800883127
36,99477.3296978615
37,80302.7804643648
38,76522.8372948504
39,78426.2766549395
40,87310.9900238265
41,83939.1641127478
42,88025.5202634741
43,100981.128010172
44,100914.134100807
45,85295.1421296264
46,81038.3803901319
47,81512.1199199252
48,77120.5932243499
49,83213.6413334624
50,94889.357842707
51,92981.5728141931
52,81675.9594368534
53,77553.5386010561
54,78847.4534193346
55,76209.5007305259
56,80902.9231629015
57,95828.554172145
58,92121.0753295235
59,89568.4419009764
60,88712.3063700152
61,80262.8553650939
62,88550.526017071
63,102911.20065293
64,94853.1125113516
65,86072.0321792637
66,85837.8907613981
67,79573.143312335
68,77361.7915052643
69,84911.5237548671
70,98044.1308973232
71,90229.2953076562
72,80276.8842593301
73,81303.3945582373
74,81813.7861844132
75,76765.8179118105
76,85032.2496591863
77,97572.876267397
78,89665.2149598907
79,82498.8043308531
80,78994.0370632197
81,82449.0659287941
82,87351.020106666
83,79961.3897176386
84,92037.5814031263
85,82290.0384145469
86,77922.669475429
87,77305.9831078193
88,75834.1430660274
89,77562.0439671454
90,90743.0818094513
91,105268.702188095
92,103293.568566027
93,86256.4693472356
94,84097.5043276632
95,81637.0152695696
96,77295.495059823
97,85149.694452261
98,98281.2304611351
99,92110.7356085005
100,79065.6711430462
101,83901.9775243004
102,80582.396908554
103,74871.5669890705
104,84302.6253906457
105,90510.6508634282
106,92577.7123034391
107,104096.243908596
108,100023.676863312
109,94779.3446074087
110,86133.811884003
111,87517.0380208497
112,100671.825166338
113,93609.8923149259
114,78809.5719454995
115,77910.540608035
116,77114.8652182583
117,72939.8035222305
118,83511.7854891431
119,103008.888325275
120,102318.037505708
121,85741.3604709205
122,86153.9842743864
123,85994.7077442954
124,82198.8321629804
125,91910.2068030322
126,118435.076116822
127,96848.1615705545
128,82501.4635585185
129,78812.670348124
130,80587.0716016127
131,76753.8740466912
132,83608.0854309637
133,98608.7556727325
134,95669.3394665262
135,81565.7155492156
136,79595.4985704225
137,75050.3797531356
138,75496.5588604989
139,85486.6607040832
140,97909.6640102632
141,94064.980818301
142,80649.141802518
143,75418.8165578154
144,75569.4777803231
145,75650.3226307345
146,89206.597790079
147,89945.0941976334
148,88078.0463788176
149,81285.1853714383
150,94153.586586862
151,89133.7951454767
152,80091.6368045927
153,85976.1782636438
154,101468.122584749
155,97923.0390792097
156,81859.8840681832
157,79267.5992987082
158,80583.5568965885
159,74496.1509983341
160,81503.5376107172
161,94335.8102763644
162,90275.231540609
163,77453.0907423376
164,76992.6656456635
165,80515.9756279222
166,81327.7343674239
167,86782.6169582673
168,108282.207199756
169,93031.8679092877
170,81217.6694271197
171,79375.6141582681
172,77893.2498705456
173,73089.4504091781
174,79659.1836430963
175,91959.3548778327
176,88797.1683949831
177,76760.4952902214
178,74865.288776238
179,77003.563618605
180,74609.3601849336
181,90829.0247547608
182,102768.288346897
183,96652.3326090531
184,85960.4541832512
185,83149.54709504
186,83807.0865271011
187,76859.5216344628
188,84648.9454532686
189,94893.0375072903
190,89384.5421136942
191,79900.4419939305
192,77311.2589202642
193,76861.9744907142
194,73854.9892768094
195,83219.767451226
196,95370.6280958351
197,88524.9624418255
198,81277.3639181226
199,78052.3050523144
200,81970.3704234677
201,75032.8141379118
202,81588.3276298003
203,92169.082403838
204,85775.7447523219
205,80144.1337173544
206,77539.5762461213
207,78449.4051286985
208,72711.043808293
209,83180.4767699993
210,97117.4198217865
211,91868.0272258639
212,88570.6729973397
213,86046.9723064745
214,85263.1981926967
215,79298.7225725126
216,85641.0783870753
217,94014.6572640755
218,88103.9362694415
219,81998.9105255085
220,78124.4012908015
221,79748.8588628776
222,79371.0870187585
223,83798.8122157788
224,85553.8095089757
225,79186.5875742081
226,82299.7815955262
