"id","transactions"
0,122018.458260495
1,104305.804896627
2,101104.302006755
3,103120.65257145
4,110833.130476734
5,122986.095012048
6,127119.790341587
7,117217.684916556
8,106591.291276715
9,103757.569048743
10,106521.339428821
11,112994.490630868
12,120606.940993895
13,121969.975258422
14,115431.612366025
15,108361.942564642
16,106337.989031252
17,108838.359769912
18,113934.341576577
19,118626.172543284
20,118812.11661431
21,114287.908159067
22,109599.635391666
23,108325.548299432
24,110446.646288399
25,114221.030607818
26,117115.272636514
27,116794.38526991
28,113611.772676849
29,110506.604898093
30,109796.724962297
31,111512.147381388
32,114217.394470527
33,115987.350810989
34,115488.955869838
35,113235.476836332
36,111190.961852035
37,110853.600426362
38,112197.052141497
39,114094.444448106
40,115159.938982626
41,114640.100284877
42,113044.751468389
43,111710.249107487
44,111597.832393556
45,112625.255795548
46,113935.001327212
47,114561.072509825
48,114088.892405166
49,112963.824994542
50,112102.344538496
51,112114.019973054
52,112885.264003564
53,113777.642916211
54,114132.509400541
55,113733.089694785
56,112944.348399452
57,113584.957231251
58,113656.861626325
59,113037.710476379
60,114827.9484736
61,113828.906840784
62,113505.619294973
63,112956.542133788
64,112612.707476239
65,112706.952913613
66,113122.983049174
67,113523.096242511
68,113615.84299557
69,113362.074209504
70,112982.771452435
71,112771.598871488
72,112867.300893154
73,113167.390822467
74,113430.726192434
75,113467.660522126
76,113272.994829606
77,113013.103667068
78,112886.693744932
79,112973.517513782
80,113187.725886112
81,113358.903514081
82,113365.510841536
83,113218.892666743
84,113042.341735202
85,112969.232441402
86,113043.057241395
87,113194.482232965
88,113304.22870644
89,113295.716518019
90,114376.262104826
91,113068.099131642
92,113027.860949689
93,113088.003865643
94,113194.061754921
95,113263.312696382
96,113248.460090686
97,113168.830733359
98,113089.583006838
99,113069.125033579
100,113116.635305681
101,114379.5620402
102,114422.436925494
103,113216.764727066
104,113159.1376946
105,113106.845992099
106,113097.909486988
107,113134.565519862
108,113185.216749844
109,113211.140381242
110,114385.025912162
111,113154.452422948
112,113120.340775371
113,113117.812547163
114,113145.563769275
115,113180.102526724
116,113195.298389019
117,113181.894947199
118,113152.63305304
119,113130.665796453
120,114320.761000461
121,113152.134616001
122,113175.471434196
123,113184.001347408
124,113172.923820178
125,113152.366366944
126,113138.4285958
127,113140.719578061
128,113155.9239264
129,113171.541509594
130,113176.022190963
131,114356.488125586
132,114342.175147119
133,114333.48673556
134,113146.955197069
135,113158.000203843
136,113168.345634407
137,113170.437860111
138,113163.562553844
139,113153.68509692
140,113148.385507177
141,113151.110601013
142,113159.047669924
143,114355.132201675
144,113166.564292147
145,114350.633493717
146,113154.569969361
147,113151.426674299
148,113153.85068328
149,113159.497533386
150,113163.882689277
151,113163.901059883
152,113159.976878572
153,113155.397211649
154,113153.602713749
155,113155.636670535
156,113159.616385568
157,113162.413962265
158,113162.086265488
159,113159.188088675
160,113156.112876921
161,113155.144630015
162,113156.785697134
163,113159.565135211
164,113161.320533131
165,113160.860923438
166,113158.747056474
167,113156.70255165
168,113156.227138435
169,113157.513884797
170,113159.437885763
171,113160.517378017
172,113160.041496825
173,114347.824127674
174,113157.172158493
175,113156.98032933
176,113157.967171888
177,113159.287284937
178,113159.934410828
179,113159.499118444
180,113158.410699197
181,113157.53672606
182,113157.499770487
183,113158.243162393
184,113159.140839537
185,113159.515798437
186,113159.144115296
187,113158.374545414
188,113157.814102702
189,113157.854837838
190,113158.406467817
191,113159.01125898
192,113159.218185477
193,113158.914637748
194,113158.375484798
195,113158.021669133
196,113158.095353887
197,113158.49938379
198,113158.90289697
199,113159.008578957
200,113158.768403803
201,113158.394036736
202,113158.174816624
203,114347.564014494
204,114347.856525361
205,114348.122946565
206,113158.862285417
207,113158.676769454
208,113158.419111612
209,113158.286422691
210,113158.363959568
211,113158.573508323
212,113158.747410195
213,113158.761082777
214,113158.620512067
215,113158.444752489
216,114347.674126987
217,113158.434418273
218,113158.583068046
219,113158.69513067
220,113158.691689999
221,114347.894130782
222,114347.775328803
223,113158.424234927
224,113158.480169675
225,113158.584641544
226,114347.963065967
